borough,vehicle_type_1,crash_severity,crash_count
QUEENS,FLAT RACK,Non-Fatal,1
BROOKLYN,PICKUP TRU,Non-Fatal,1
BROOKLYN,P PSD,Non-Fatal,1
BROOKLYN,VA,Non-Fatal,1
QUEENS,GARBAGE ST,Non-Fatal,1
QUEENS,DSNY SWEEP,Non-Fatal,1
QUEENS,Scooter,Non-Fatal,1
MANHATTAN,SPRINTER,Non-Fatal,1
MANHATTAN,Pickup tow,Non-Fatal,1
QUEENS,DELIVERY,Non-Fatal,1
BRONX,Tralier,Non-Fatal,1
QUEENS,fork lift,Non-Fatal,1
BROOKLYN,e-scooter,Non-Fatal,1
QUEENS,Street Swe,Non-Fatal,1
BRONX,Road sweep,Non-Fatal,1
MANHATTAN,Van (Trans,Non-Fatal,1
BROOKLYN,Mixer,Non-Fatal,1
MANHATTAN,Fire engin,Non-Fatal,1
QUEENS,Ford EC2,Non-Fatal,1
MANHATTAN,Fdny fire,Non-Fatal,1
QUEENS,FLATBED,Non-Fatal,1
BRONX,FDNY EMS V,Non-Fatal,1
BROOKLYN,ManPower s,Non-Fatal,1
STATEN ISLAND,PICKUP,Non-Fatal,1
BROOKLYN,FDNY 245 E,Non-Fatal,1
BROOKLYN,Tow,Non-Fatal,1
BROOKLYN,UHAUL TRUC,Non-Fatal,1
BROOKLYN,US Postal,Non-Fatal,1
QUEENS,BOBCAT FOR,Non-Fatal,1
BROOKLYN,Pick Up Tr,Non-Fatal,1
MANHATTAN,X AMB,Non-Fatal,1
MANHATTAN,F550,Non-Fatal,1
BRONX,SUBN - AMB,Non-Fatal,1
BROOKLYN,SUBURBAN,Non-Fatal,1
BRONX,Rescue Tru,Non-Fatal,1
BRONX,Usps,Non-Fatal,1
BROOKLYN,FIRE ENGIN,Non-Fatal,1
BROOKLYN,50CC SCOOT,Non-Fatal,1
STATEN ISLAND,Gator,Non-Fatal,1
MANHATTAN,VERZION VA,Non-Fatal,1
BROOKLYN,Golf cart,Non-Fatal,1
QUEENS,SPECIAL CO,Non-Fatal,1
BRONX,Standing S,Fatal,1
QUEENS,VAN TRUCK,Non-Fatal,1
STATEN ISLAND,Stake or Rack,Non-Fatal,1
MANHATTAN,HOVERBOARD,Non-Fatal,1
QUEENS,Tow truck,Non-Fatal,1
MANHATTAN,Small scho,Non-Fatal,1
BROOKLYN,FIRE LADDE,Non-Fatal,1
BROOKLYN,LADDER 169,Non-Fatal,1
MANHATTAN,Tow truck,Non-Fatal,1
QUEENS,nyc,Non-Fatal,1
QUEENS,MEDALLION,Non-Fatal,1
QUEENS,Gator,Non-Fatal,1
QUEENS,Quality tr,Non-Fatal,1
QUEENS,U-HAUL,Non-Fatal,1
BRONX,PROGRESSIV,Non-Fatal,1
BRONX,MOT,Non-Fatal,1
MANHATTAN,AMBULETTE,Non-Fatal,1
BROOKLYN,USPS van,Non-Fatal,1
QUEENS,e bike,Non-Fatal,1
MANHATTAN,SPR,Non-Fatal,1
MANHATTAN,CMIXER,Non-Fatal,1
BROOKLYN,SEMI TRAIL,Non-Fatal,1
BROOKLYN,YELLOWSCHO,Non-Fatal,1
MANHATTAN,access-a-r,Non-Fatal,1
MANHATTAN,nyu s,Non-Fatal,1
BROOKLYN,2 WHE,Non-Fatal,1
BROOKLYN,FLAT-,Non-Fatal,1
BRONX,spec,Non-Fatal,1
BROOKLYN,boxtr,Non-Fatal,1
BROOKLYN,comme,Non-Fatal,1
MANHATTAN,HDC,Non-Fatal,1
MANHATTAN,mack,Non-Fatal,1
BROOKLYN,mcy,Non-Fatal,1
STATEN ISLAND,TANK,Non-Fatal,1
QUEENS,NS AM,Non-Fatal,1
QUEENS,VERIZ,Non-Fatal,1
QUEENS,NYC F,Non-Fatal,1
BRONX,WHITE,Non-Fatal,1
MANHATTAN,CART,Non-Fatal,1
BROOKLYN,GATOR,Non-Fatal,1
QUEENS,mc,Non-Fatal,1
STATEN ISLAND,SYBN,Non-Fatal,1
MANHATTAN,LADDER 34,Non-Fatal,1
BRONX,limo,Non-Fatal,1
STATEN ISLAND,CRANE,Non-Fatal,1
BROOKLYN,CONT,Non-Fatal,1
MANHATTAN,3-whe,Non-Fatal,1
BRONX,LIMOU,Non-Fatal,1
MANHATTAN,p/sh,Non-Fatal,1
MANHATTAN,Pavin,Non-Fatal,1
MANHATTAN,us po,Non-Fatal,1
BROOKLYN,ABULA,Non-Fatal,1
QUEENS,Beverage Truck,Fatal,1
QUEENS,CO,Non-Fatal,1
BRONX,TRLR,Non-Fatal,1
BRONX,BLACK,Non-Fatal,1
MANHATTAN,Subn,Non-Fatal,1
BROOKLYN,road,Non-Fatal,1
MANHATTAN,MOVIN,Non-Fatal,1
BROOKLYN,2- to,Non-Fatal,1
QUEENS,EBIKE,Non-Fatal,1
QUEENS,scooc,Non-Fatal,1
QUEENS,p/sh,Non-Fatal,1
BROOKLYN,MTA V,Non-Fatal,1
QUEENS,Deliv,Non-Fatal,1
MANHATTAN,HD To,Non-Fatal,1
BRONX,flat,Non-Fatal,1
BROOKLYN,Firet,Non-Fatal,1
BRONX,UT,Non-Fatal,1
QUEENS,east,Non-Fatal,1
MANHATTAN,Uhaul,Non-Fatal,1
QUEENS,UNKOW,Non-Fatal,1
MANHATTAN,KP160,Non-Fatal,1
MANHATTAN,ICE C,Non-Fatal,1
BRONX,35 FT,Non-Fatal,1
BRONX,Garba,Non-Fatal,1
QUEENS,seagr,Non-Fatal,1
BROOKLYN,const,Non-Fatal,1
MANHATTAN,CONTR,Non-Fatal,1
BROOKLYN,ARMOR,Non-Fatal,1
BROOKLYN,TIR,Non-Fatal,1
QUEENS,dirtb,Non-Fatal,1
BROOKLYN,van t,Non-Fatal,1
BROOKLYN,2 DR,Non-Fatal,1
BROOKLYN,SEMI-,Non-Fatal,1
STATEN ISLAND,Tow Truck / Wrecker,Fatal,1
QUEENS,18 WH,Non-Fatal,1
BRONX,SM YW,Non-Fatal,1
QUEENS,Inter,Non-Fatal,1
QUEENS,unkno,Non-Fatal,1
QUEENS,ENGIN,Non-Fatal,1
QUEENS,nycha,Non-Fatal,1
QUEENS,FUEL,Non-Fatal,1
QUEENS,YELLOWPOWE,Non-Fatal,1
BRONX,HOUSE,Non-Fatal,1
STATEN ISLAND,van t,Non-Fatal,1
QUEENS,Mo pa,Non-Fatal,1
QUEENS,Minibike,Fatal,1
BRONX,Ambu,Non-Fatal,1
QUEENS,COURI,Non-Fatal,1
MANHATTAN,Hrse,Non-Fatal,1
MANHATTAN,COMER,Non-Fatal,1
STATEN ISLAND,MINI BUS,Non-Fatal,1
MANHATTAN,work truck,Non-Fatal,1
BROOKLYN,Pumper,Non-Fatal,1
BROOKLYN,gas mo ped,Non-Fatal,1
MANHATTAN,utility,Non-Fatal,1
BROOKLYN,NYPD VAN,Non-Fatal,1
BRONX,Electric S,Non-Fatal,1
MANHATTAN,Courier,Non-Fatal,1
BROOKLYN,CATAPILLAR,Non-Fatal,1
MANHATTAN,FD TRUCK,Non-Fatal,1
MANHATTAN,Ford,Non-Fatal,1
BROOKLYN,backhoe,Non-Fatal,1
BROOKLYN,Van truck,Non-Fatal,1
MANHATTAN,FRIEG,Non-Fatal,1
MANHATTAN,A,Non-Fatal,1
BROOKLYN,commercial,Non-Fatal,1
MANHATTAN,Usps mail,Non-Fatal,1
MANHATTAN,utv,Non-Fatal,1
STATEN ISLAND,Horse Trai,Non-Fatal,1
MANHATTAN,FORD AMBUL,Non-Fatal,1
QUEENS,Tractor Tr,Non-Fatal,1
BRONX,E-UNICYCLE,Non-Fatal,1
BROOKLYN,TLR,Non-Fatal,1
BRONX,Street Cle,Non-Fatal,1
QUEENS,SPRINTER V,Non-Fatal,1
QUEENS,GOVT,Non-Fatal,1
BROOKLYN,LSV,Non-Fatal,1
STATEN ISLAND,FDNY FIRE,Non-Fatal,1
BROOKLYN,Delivery T,Non-Fatal,1
BROOKLYN,PICK-UP F-,Non-Fatal,1
MANHATTAN,PROMASTER,Non-Fatal,1
MANHATTAN,NYC FD,Non-Fatal,1
BROOKLYN,U-HAUL TRU,Non-Fatal,1
BRONX,DIRT BIKE,Non-Fatal,1
BROOKLYN,GEICO,Non-Fatal,1
BROOKLYN,Standing s,Non-Fatal,1
BROOKLYN,TRACTOR,Non-Fatal,1
MANHATTAN,GAS SCOOTE,Non-Fatal,1
MANHATTAN,FDNY FIRET,Non-Fatal,1
BRONX,U HAUL TRU,Non-Fatal,1
MANHATTAN,COLUMBIA U,Non-Fatal,1
QUEENS,OMS,Non-Fatal,1
BROOKLYN,DUMPTRUCK,Non-Fatal,1
BRONX,WORK VAN,Non-Fatal,1
MANHATTAN,tlc,Non-Fatal,1
MANHATTAN,SW/SUV,Non-Fatal,1
BROOKLYN,ECONOLINE,Non-Fatal,1
QUEENS,FIRE ENGIN,Non-Fatal,1
QUEENS,courier,Non-Fatal,1
QUEENS,COM,Non-Fatal,1
MANHATTAN,PASSENGER,Non-Fatal,1
MANHATTAN,FDNY FERRA,Non-Fatal,1
BROOKLYN,Ford Couri,Non-Fatal,1
BROOKLYN,Ladder tru,Non-Fatal,1
STATEN ISLAND,Mack truck,Non-Fatal,1
BROOKLYN,box truck,Non-Fatal,1
BRONX,Concrete Mixer,Fatal,1
QUEENS,Dot,Non-Fatal,1
MANHATTAN,freightlin,Non-Fatal,1
MANHATTAN,EMS AMBULA,Non-Fatal,1
MANHATTAN,RAZOR SCOO,Non-Fatal,1
BRONX,Flat Rack,Fatal,1
QUEENS,Ladder tru,Non-Fatal,1
BROOKLYN,Ambulence,Non-Fatal,1
QUEENS,Enclosed Body - Nonremovable Enclosure,Non-Fatal,1
QUEENS,EMS bus,Non-Fatal,1
BROOKLYN,CAT,Non-Fatal,1
BROOKLYN,KW,Non-Fatal,1
BRONX,4,Non-Fatal,1
QUEENS,UTILITY,Non-Fatal,1
BROOKLYN,Tow truck,Non-Fatal,1
MANHATTAN,SWEEPER,Non-Fatal,1
QUEENS,NYC FIRE T,Non-Fatal,1
BROOKLYN,EMS Ambula,Non-Fatal,1
BROOKLYN,Garbage tr,Non-Fatal,1
BROOKLYN,Tk,Non-Fatal,1
STATEN ISLAND,UNK,Non-Fatal,1
MANHATTAN,Motor scoo,Non-Fatal,1
BRONX,Pick up,Non-Fatal,1
STATEN ISLAND,Ford black,Non-Fatal,1
QUEENS,Garbage Tr,Non-Fatal,1
MANHATTAN,Garbage Tr,Non-Fatal,1
MANHATTAN,Garbage tr,Non-Fatal,1
QUEENS,john deer,Non-Fatal,1
MANHATTAN,FDNY LADDE,Non-Fatal,1
QUEENS,ST150,Non-Fatal,1
MANHATTAN,Pick,Non-Fatal,1
QUEENS,VAN/B,Non-Fatal,1
MANHATTAN,VAN W,Non-Fatal,1
STATEN ISLAND,Bulk Agriculture,Non-Fatal,1
BROOKLYN,R/V C,Non-Fatal,1
QUEENS,rmb,Non-Fatal,1
QUEENS,PS,Non-Fatal,1
BROOKLYN,Minicycle,Fatal,1
BROOKLYN,MACK TRUCK,Non-Fatal,1
BRONX,315 e,Non-Fatal,1
QUEENS,omnib,Non-Fatal,1
BRONX,Mta,Non-Fatal,1
BROOKLYN,nycta,Non-Fatal,1
BRONX,John,Non-Fatal,1
BROOKLYN,3 doo,Non-Fatal,1
BRONX,PASSE,Non-Fatal,1
BRONX,PAS V,Non-Fatal,1
STATEN ISLAND,ENGIN,Non-Fatal,1
STATEN ISLAND,YELLO,Non-Fatal,1
MANHATTAN,NA,Non-Fatal,1
QUEENS,dirt,Non-Fatal,1
BROOKLYN,taxi,Non-Fatal,1
MANHATTAN,MINIV,Non-Fatal,1
BRONX,com v,Non-Fatal,1
BROOKLYN,TF,Non-Fatal,1
BROOKLYN,cargo,Non-Fatal,1
MANHATTAN,VESPA,Non-Fatal,1
QUEENS,NISSA,Non-Fatal,1
QUEENS,bobca,Non-Fatal,1
BRONX,subn,Non-Fatal,1
BRONX,Hopper,Non-Fatal,1
MANHATTAN,work,Non-Fatal,1
BROOKLYN,Box T,Non-Fatal,1
BRONX,NYC a,Non-Fatal,1
BROOKLYN,St,Non-Fatal,1
BRONX,fork,Non-Fatal,1
MANHATTAN,tower,Non-Fatal,1
BRONX,FLAT,Non-Fatal,1
STATEN ISLAND,ambul,Non-Fatal,1
QUEENS,E450,Non-Fatal,1
BROOKLYN,NEW Y,Non-Fatal,1
STATEN ISLAND,UPS M,Non-Fatal,1
BROOKLYN,BTM,Non-Fatal,1
QUEENS,US PO,Non-Fatal,1
BRONX,MOVIN,Non-Fatal,1
STATEN ISLAND,BOBCA,Non-Fatal,1
MANHATTAN,UNKOW,Non-Fatal,1
BROOKLYN,elect,Non-Fatal,1
STATEN ISLAND,dump,Non-Fatal,1
QUEENS,SWT,Non-Fatal,1
BROOKLYN,VAN E,Non-Fatal,1
BRONX,CABIN,Non-Fatal,1
MANHATTAN,UHUAL,Non-Fatal,1
BROOKLYN,EBIKE,Non-Fatal,1
MANHATTAN,Subur,Non-Fatal,1
MANHATTAN,Bucketload,Non-Fatal,1
BRONX,2 DOO,Non-Fatal,1
BROOKLYN,Forkl,Non-Fatal,1
MANHATTAN,UPS T,Non-Fatal,1
BROOKLYN,mta b,Non-Fatal,1
BROOKLYN,LEFT,Non-Fatal,1
MANHATTAN,RV/Tr,Non-Fatal,1
STATEN ISLAND,Tow Truck,Non-Fatal,1
QUEENS,VAN/T,Non-Fatal,1
QUEENS,icecr,Non-Fatal,1
BROOKLYN,EMS T,Non-Fatal,1
MANHATTAN,Unkno,Non-Fatal,1
BROOKLYN,OLC,Non-Fatal,1
STATEN ISLAND,Minibike,Non-Fatal,1
MANHATTAN,OMT/T,Non-Fatal,1
MANHATTAN,NISSA,Non-Fatal,1
QUEENS,250-3,Non-Fatal,1
QUEENS,E BIK,Non-Fatal,1
BROOKLYN,White,Non-Fatal,1
STATEN ISLAND,UPS T,Non-Fatal,1
STATEN ISLAND,US,Non-Fatal,1
QUEENS,Flatb,Non-Fatal,1
BROOKLYN,HIGHL,Non-Fatal,1
BROOKLYN,cater,Non-Fatal,1
MANHATTAN,trl,Non-Fatal,1
BROOKLYN,delviery,Non-Fatal,1
MANHATTAN,cemen,Non-Fatal,1
MANHATTAN,SANTI,Non-Fatal,1
STATEN ISLAND,COM,Non-Fatal,1
BROOKLYN,SEGWA,Non-Fatal,1
BRONX,Bobcat,Non-Fatal,1
QUEENS,2 TON,Non-Fatal,1
BROOKLYN,wagon,Non-Fatal,1
BRONX,CAB,Non-Fatal,1
STATEN ISLAND,sanit,Non-Fatal,1
MANHATTAN,Box T,Non-Fatal,1
STATEN ISLAND,FEDEX,Non-Fatal,1
BROOKLYN,PEDICAB,Non-Fatal,1
BRONX,Enclosed Body - Nonremovable Enclosure,Non-Fatal,1
MANHATTAN,tk,Non-Fatal,1
BROOKLYN,dumps,Non-Fatal,1
BROOKLYN,SWEEP,Non-Fatal,1
BROOKLYN,Motor Home,Non-Fatal,1
BRONX,MAIL TRUCK,Non-Fatal,1
MANHATTAN,ESU RESCUE,Non-Fatal,1
BROOKLYN,nat grid t,Non-Fatal,1
BROOKLYN,PUSH SCOOT,Non-Fatal,1
MANHATTAN,NonMotordS,Non-Fatal,1
STATEN ISLAND,FIRTRUCK,Non-Fatal,1
QUEENS,FREIGHT TR,Non-Fatal,1
BRONX,GAS POWERE,Non-Fatal,1
BRONX,DRILL RIG,Non-Fatal,1
STATEN ISLAND,bus,Non-Fatal,1
BRONX,Minicycle,Fatal,1
QUEENS,ENGINE SP0,Non-Fatal,1
BRONX,MOTORSCOOT,Non-Fatal,1
STATEN ISLAND,AMB,Non-Fatal,1
MANHATTAN,YELLOW TAX,Non-Fatal,1
BRONX,CON ED TRU,Non-Fatal,1
QUEENS,CHEVY EXPR,Non-Fatal,1
BROOKLYN,7,Non-Fatal,1
BRONX,dirt bike,Non-Fatal,1
BROOKLYN,50cc Scoot,Non-Fatal,1
QUEENS,FedEx box,Non-Fatal,1
MANHATTAN,Fdny ems,Non-Fatal,1
QUEENS,SCHOOLBUS,Non-Fatal,1
QUEENS,Front-Load,Non-Fatal,1
QUEENS,usps truck,Non-Fatal,1
BRONX,USPS MAIL,Non-Fatal,1
BROOKLYN,Yale Fork,Non-Fatal,1
STATEN ISLAND,UTILITY,Non-Fatal,1
BROOKLYN,FLATBED FR,Non-Fatal,1
BROOKLYN,USPS Truck,Non-Fatal,1
BROOKLYN,CHASSIS &,Non-Fatal,1
QUEENS,FLATBED TO,Non-Fatal,1
STATEN ISLAND,F550,Non-Fatal,1
MANHATTAN,DUMP TRUCK,Non-Fatal,1
BRONX,Ford picku,Non-Fatal,1
BRONX,Subr,Non-Fatal,1
BROOKLYN,CAN,Non-Fatal,1
QUEENS,MOBILITY S,Non-Fatal,1
BROOKLYN,NYCHA Van,Non-Fatal,1
MANHATTAN,SKID STEER,Non-Fatal,1
BRONX,PUMPER,Non-Fatal,1
BRONX,US POSTAL,Non-Fatal,1
QUEENS,UTILITY VE,Non-Fatal,1
STATEN ISLAND,Flat Rack,Non-Fatal,1
BROOKLYN,ACCESS-ARI,Non-Fatal,1
QUEENS,Yellow sch,Non-Fatal,1
BROOKLYN,Delivery V,Non-Fatal,1
MANHATTAN,USPS VAN,Non-Fatal,1
STATEN ISLAND,Sprinter v,Non-Fatal,1
BROOKLYN,sanitaton,Non-Fatal,1
BROOKLYN,MDX,Non-Fatal,1
MANHATTAN,NYC MTA BU,Non-Fatal,1
BROOKLYN,E-scooter,Non-Fatal,1
MANHATTAN,mta bus,Non-Fatal,1
BROOKLYN,VAGON,Non-Fatal,1
MANHATTAN,SEDONA,Non-Fatal,1
MANHATTAN,DELIVERY,Non-Fatal,1
QUEENS,Log,Non-Fatal,1
MANHATTAN,Unknown ve,Non-Fatal,1
QUEENS,SKATEBOARD,Non-Fatal,1
BRONX,pick up,Non-Fatal,1
BROOKLYN,Passenger,Non-Fatal,1
BRONX,FDNY ENG.,Non-Fatal,1
MANHATTAN,Sprinter,Non-Fatal,1
BRONX,house on w,Non-Fatal,1
MANHATTAN,FDNY fire,Non-Fatal,1
MANHATTAN,Gas Scoote,Non-Fatal,1
BROOKLYN,UPS Truck,Non-Fatal,1
STATEN ISLAND,USPS TRUCK,Non-Fatal,1
QUEENS,Bobcat,Non-Fatal,1
QUEENS,sprinter v,Non-Fatal,1
QUEENS,COURIER,Non-Fatal,1
BROOKLYN,Mack Truck,Non-Fatal,1
MANHATTAN,ONE WHEEL,Non-Fatal,1
MANHATTAN,trailer,Non-Fatal,1
QUEENS,US MAIL #1,Non-Fatal,1
BROOKLYN,REVEL,Non-Fatal,1
BROOKLYN,School van,Non-Fatal,1
QUEENS,Ebike,Non-Fatal,1
QUEENS,Suv,Non-Fatal,1
MANHATTAN,Government,Non-Fatal,1
BROOKLYN,DIRT BIKE,Non-Fatal,1
BRONX,government,Non-Fatal,1
BRONX,MTA Bus,Non-Fatal,1
MANHATTAN,ELECTRIC M,Non-Fatal,1
STATEN ISLAND,Fire truck,Non-Fatal,1
QUEENS,STATE FARM,Non-Fatal,1
BRONX,Van Truck,Non-Fatal,1
BRONX,TCN,Non-Fatal,1
MANHATTAN,Stand up s,Non-Fatal,1
BROOKLYN,BLACK SCOO,Non-Fatal,1
QUEENS,sanitaion,Non-Fatal,1
BROOKLYN,commerical,Non-Fatal,1
QUEENS,NYS AMBULA,Non-Fatal,1
MANHATTAN,BULLDOZER,Non-Fatal,1
BROOKLYN,Tow Truck / Wrecker,Fatal,1
BROOKLYN,ELECTRIC M,Non-Fatal,1
BROOKLYN,Backhoe Lo,Fatal,1
BRONX,UTILITY,Non-Fatal,1
MANHATTAN,Golf cart,Non-Fatal,1
MANHATTAN,NYPD RMP,Non-Fatal,1
BRONX,Passenger,Non-Fatal,1
QUEENS,DOS TRUCK,Non-Fatal,1
MANHATTAN,SPC,Non-Fatal,1
QUEENS,F550,Non-Fatal,1
STATEN ISLAND,Constructi,Non-Fatal,1
BROOKLYN,VERIZON TR,Non-Fatal,1
STATEN ISLAND,MACK TRUCK,Non-Fatal,1
MANHATTAN,E-BIKE,Non-Fatal,1
BRONX,Flat Bed,Fatal,1
BRONX,Grumman LL,Non-Fatal,1
BROOKLYN,SKATEBOARD,Non-Fatal,1
BROOKLYN,st clean t,Non-Fatal,1
BROOKLYN,US POSTAL,Non-Fatal,1
BROOKLYN,Backhoe,Non-Fatal,1
BROOKLYN,ACCESS-A-R,Non-Fatal,1
MANHATTAN,FARM VEHIC,Non-Fatal,1
STATEN ISLAND,PASSENGER,Non-Fatal,1
MANHATTAN,garbage tr,Non-Fatal,1
BROOKLYN,Lift,Non-Fatal,1
BRONX,FDNY Vehic,Non-Fatal,1
BROOKLYN,RAM,Non-Fatal,1
MANHATTAN,HORSE DRAW,Non-Fatal,1
MANHATTAN,Engine 26,Non-Fatal,1
MANHATTAN,Convertible,Fatal,1
MANHATTAN,Ford sprin,Non-Fatal,1
MANHATTAN,HOSRE DRAW,Non-Fatal,1
BROOKLYN,leu,Non-Fatal,1
MANHATTAN,Yellow Cab,Non-Fatal,1
MANHATTAN,Grain,Non-Fatal,1
QUEENS,two wheel,Non-Fatal,1
QUEENS,Yellow bus,Non-Fatal,1
BRONX,AMAZON VAN,Non-Fatal,1
BRONX,Suburban,Non-Fatal,1
BRONX,forklift,Non-Fatal,1
QUEENS,SUBURBAN,Non-Fatal,1
MANHATTAN,ELECTRIC C,Non-Fatal,1
MANHATTAN,Pick Up,Non-Fatal,1
BROOKLYN,RMP VEHICL,Non-Fatal,1
BROOKLYN,FREIGHTLIN,Non-Fatal,1
STATEN ISLAND,COMMERCIAL,Non-Fatal,1
BROOKLYN,G AMB,Non-Fatal,1
BROOKLYN,COMM TRAIL,Non-Fatal,1
QUEENS,Limousine,Non-Fatal,1
MANHATTAN,Motorscoot,Non-Fatal,1
BRONX,TRANSPORTE,Non-Fatal,1
BROOKLYN,Work van,Non-Fatal,1
