hour,day_of_week,contributing_factor,total_pedestrian_injuries
17,1,Following Too Closely,4
0,6,Pavement Slippery,4
22,5,Driver Inexperience,4
19,2,Glare,4
2,2,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4
6,4,Unsafe Speed,4
18,3,Lost Consciousness,4
17,5,Reaction to Uninvolved Vehicle,4
10,7,Driver Inexperience,4
8,2,Oversized Vehicle,4
2,5,Unsafe Speed,4
20,6,Fatigued/Drowsy,4
23,1,Other Vehicular,4
6,5,Glare,4
22,3,Alcohol Involvement,4
7,3,Driver Inexperience,4
16,2,Driverless/Runaway Vehicle,4
14,4,Prescription Medication,4
11,2,Physical Disability,4
12,3,Pavement Slippery,4
9,1,View Obstructed/Limited,4
14,3,Physical Disability,4
10,6,Turning Improperly,4
20,1,Passing or Lane Usage Improper,4
23,5,Other Vehicular,4
9,2,Aggressive Driving/Road Rage,4
14,7,Turning Improperly,4
7,2,Aggressive Driving/Road Rage,4
20,6,Aggressive Driving/Road Rage,4
15,3,Turning Improperly,4
18,2,Passing Too Closely,4
15,4,Following Too Closely,4
15,3,Unsafe Lane Changing,4
21,6,Driver Inexperience,4
15,6,Unsafe Lane Changing,4
3,6,Unsafe Speed,4
0,2,Other Vehicular,4
12,6,Outside Car Distraction,4
6,2,Outside Car Distraction,4
22,2,Turning Improperly,4
14,4,Reaction to Uninvolved Vehicle,4
2,1,Passing Too Closely,4
23,1,Pavement Slippery,4
11,5,Outside Car Distraction,4
6,5,Turning Improperly,4
21,2,Pavement Slippery,4
8,2,Reaction to Uninvolved Vehicle,4
12,3,Prescription Medication,4
21,1,Passing Too Closely,4
19,6,Alcohol Involvement,4
3,6,Passenger Distraction,4
15,1,Alcohol Involvement,4
17,4,Prescription Medication,4
17,6,Physical Disability,4
15,5,Physical Disability,4
16,5,Passing or Lane Usage Improper,4
20,5,Passing or Lane Usage Improper,4
8,1,Traffic Control Disregarded,4
16,4,Unsafe Lane Changing,4
2,1,Other Vehicular,4
16,3,Following Too Closely,4
23,3,Alcohol Involvement,4
12,2,Passing Too Closely,4
12,4,Following Too Closely,4
13,5,Reaction to Uninvolved Vehicle,4
8,2,Passing or Lane Usage Improper,4
18,1,Passing or Lane Usage Improper,4
0,2,Traffic Control Disregarded,4
10,7,Passing or Lane Usage Improper,4
15,5,Outside Car Distraction,4
16,7,Pavement Slippery,4
7,2,Other Vehicular,4
10,5,Prescription Medication,4
7,7,Glare,4
22,2,Aggressive Driving/Road Rage,4
11,7,Outside Car Distraction,4
12,2,Prescription Medication,4
5,4,Unsafe Speed,4
12,3,Outside Car Distraction,4
16,5,Obstruction/Debris,4
13,1,Glare,4
6,4,Alcohol Involvement,4
10,7,Aggressive Driving/Road Rage,4
13,4,Prescription Medication,4
16,2,Pavement Slippery,4
5,4,View Obstructed/Limited,4
20,5,Physical Disability,4
9,6,Fatigued/Drowsy,4
23,3,View Obstructed/Limited,4
18,3,Illnes,4
20,4,Pavement Slippery,4
18,3,Outside Car Distraction,4
9,2,Passing or Lane Usage Improper,4
18,6,Following Too Closely,4
20,6,Passing or Lane Usage Improper,4
16,5,Passing Too Closely,4
13,1,Brakes Defective,4
12,6,Reaction to Uninvolved Vehicle,4
7,4,Passing Too Closely,4
0,3,Passing Too Closely,4
8,3,Oversized Vehicle,4
14,6,Passing Too Closely,4
14,6,Prescription Medication,4
5,7,Backing Unsafely,4
22,5,Other Vehicular,4
6,5,Other Vehicular,4
18,6,Lost Consciousness,4
12,1,Other Vehicular,4
1,6,Other Vehicular,4
9,7,Passing Too Closely,4
21,5,Pavement Slippery,4
4,3,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4
14,1,Pavement Slippery,4
14,5,Prescription Medication,4
2,5,Traffic Control Disregarded,4
7,4,Driver Inexperience,4
3,4,Unsafe Speed,4
17,2,Physical Disability,4
13,5,Lost Consciousness,4
15,7,Alcohol Involvement,4
13,3,Pavement Slippery,4
11,6,Prescription Medication,4
7,4,Pavement Slippery,4
13,5,Physical Disability,4
5,3,Passenger Distraction,4
12,4,Pavement Slippery,4
6,4,Passenger Distraction,4
13,4,Accelerator Defective,4
10,4,Following Too Closely,4
7,1,Backing Unsafely,4
5,1,Backing Unsafely,4
9,1,Aggressive Driving/Road Rage,4
13,4,Lost Consciousness,4
12,7,Pavement Slippery,4
14,5,Physical Disability,4
4,1,View Obstructed/Limited,4
6,4,Other Vehicular,3
0,4,Passing Too Closely,3
16,6,Pavement Slippery,3
7,5,Pavement Slippery,3
18,1,Following Too Closely,3
0,5,Passing or Lane Usage Improper,3
0,1,Passing or Lane Usage Improper,3
6,7,Other Vehicular,3
10,3,Brakes Defective,3
23,5,Passenger Distraction,3
14,6,Fatigued/Drowsy,3
18,6,Physical Disability,3
19,4,Brakes Defective,3
19,3,Lost Consciousness,3
5,2,Backing Unsafely,3
21,3,Passing or Lane Usage Improper,3
23,1,Passenger Distraction,3
18,1,Fatigued/Drowsy,3
3,1,Other Vehicular,3
18,3,Reaction to Uninvolved Vehicle,3
12,7,Passing or Lane Usage Improper,3
0,1,Fell Asleep,3
0,2,Passing Too Closely,3
0,3,Passenger Distraction,3
12,5,Brakes Defective,3
17,6,Outside Car Distraction,3
5,2,Alcohol Involvement,3
7,7,Other Vehicular,3
13,5,Pavement Slippery,3
8,1,Reaction to Uninvolved Vehicle,3
12,4,Outside Car Distraction,3
23,4,Prescription Medication,3
11,1,Unsafe Speed,3
7,7,Alcohol Involvement,3
16,3,Pavement Slippery,3
10,1,Unsafe Speed,3
10,3,Oversized Vehicle,3
3,2,Aggressive Driving/Road Rage,3
15,6,Outside Car Distraction,3
21,4,Outside Car Distraction,3
5,6,Driver Inexperience,3
3,5,Aggressive Driving/Road Rage,3
17,6,Prescription Medication,3
3,2,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3
10,6,Outside Car Distraction,3
22,1,Physical Disability,3
9,4,Brakes Defective,3
20,2,Passing Too Closely,3
1,4,Passing Too Closely,3
3,2,Unsafe Speed,3
23,6,Other Vehicular,3
15,5,Reaction to Uninvolved Vehicle,3
22,2,Pavement Slippery,3
22,2,Alcohol Involvement,3
8,4,Physical Disability,3
1,6,Alcohol Involvement,3
13,5,Oversized Vehicle,3
19,1,Passing or Lane Usage Improper,3
9,4,Unsafe Speed,3
22,6,Turning Improperly,3
15,4,Prescription Medication,3
10,5,Fell Asleep,3
15,4,Lost Consciousness,3
19,1,Outside Car Distraction,3
7,2,Reaction to Uninvolved Vehicle,3
18,7,Driverless/Runaway Vehicle,3
12,6,Fatigued/Drowsy,3
15,5,Alcohol Involvement,3
1,7,Driver Inexperience,3
6,6,Glare,3
3,5,Traffic Control Disregarded,3
5,4,Passing Too Closely,3
6,4,Brakes Defective,3
16,5,Other Electronic Device,3
12,2,Alcohol Involvement,3
15,7,Physical Disability,3
20,3,Outside Car Distraction,3
4,7,View Obstructed/Limited,3
8,7,Other Vehicular,3
10,7,Following Too Closely,3
21,1,Following Too Closely,3
10,4,Oversized Vehicle,3
20,5,Unsafe Lane Changing,3
19,2,Reaction to Uninvolved Vehicle,3
19,3,Following Too Closely,3
20,4,Alcohol Involvement,3
0,2,Turning Improperly,3
21,1,Passing or Lane Usage Improper,3
15,5,Passing or Lane Usage Improper,3
14,6,Following Too Closely,3
19,1,Unsafe Lane Changing,3
12,2,Turning Improperly,3
11,1,Passenger Distraction,3
7,4,Turning Improperly,3
6,7,Alcohol Involvement,3
22,6,Passing Too Closely,3
14,6,Pavement Slippery,3
9,1,Traffic Control Disregarded,3
16,1,Alcohol Involvement,3
0,7,Passing Too Closely,3
0,5,Reaction to Uninvolved Vehicle,3
4,1,Unsafe Lane Changing,3
6,2,Driver Inexperience,3
20,2,Prescription Medication,3
1,1,Driver Inexperience,3
2,3,Unsafe Speed,3
4,5,Passing Too Closely,3
9,3,Lost Consciousness,3
10,6,Lost Consciousness,3
18,7,Physical Disability,3
6,4,Outside Car Distraction,3
22,3,Aggressive Driving/Road Rage,3
8,6,Physical Disability,3
18,3,Prescription Medication,3
14,4,Physical Disability,3
2,4,Alcohol Involvement,3
11,2,Alcohol Involvement,3
13,7,Physical Disability,3
2,5,View Obstructed/Limited,3
1,4,Passenger Distraction,3
21,3,Accelerator Defective,3
15,5,Following Too Closely,3
4,6,Unsafe Speed,3
22,7,Pavement Slippery,3
13,1,Passing or Lane Usage Improper,3
23,4,Passing or Lane Usage Improper,3
7,4,Following Too Closely,3
8,3,Passing Too Closely,3
7,6,Driver Inexperience,3
11,7,Unsafe Lane Changing,3
16,5,Oversized Vehicle,3
17,4,Reaction to Uninvolved Vehicle,3
7,4,Alcohol Involvement,3
19,7,Passing or Lane Usage Improper,3
16,1,Fatigued/Drowsy,3
3,6,Alcohol Involvement,3
21,7,Passing or Lane Usage Improper,3
18,1,Reaction to Uninvolved Vehicle,3
4,1,Outside Car Distraction,3
16,5,Prescription Medication,3
2,3,Driver Inexperience,3
23,2,Other Vehicular,3
15,4,Pavement Slippery,3
3,1,Driver Inexperience,3
13,2,Reaction to Uninvolved Vehicle,3
5,3,Other Vehicular,3
5,5,Other Vehicular,3
5,3,Unsafe Speed,3
9,4,Pavement Slippery,3
19,4,Outside Car Distraction,3
12,7,Reaction to Uninvolved Vehicle,3
4,6,Traffic Control Disregarded,3
12,2,Illnes,3
11,2,Glare,3
13,4,Oversized Vehicle,3
16,4,Prescription Medication,3
16,6,Prescription Medication,3
15,2,Failure to Keep Right,3
1,6,View Obstructed/Limited,3
19,7,Failure to Keep Right,3
21,5,Physical Disability,3
22,3,Physical Disability,3
1,3,Passenger Distraction,3
7,3,Outside Car Distraction,3
9,5,Physical Disability,3
20,1,Brakes Defective,3
18,4,Other Electronic Device,3
21,4,Other Electronic Device,3
3,4,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3
2,1,Prescription Medication,3
14,6,Other Electronic Device,3
9,4,Following Too Closely,3
22,1,Passing Too Closely,3
16,1,Passing or Lane Usage Improper,3
8,7,Passing Too Closely,3
0,2,Passing or Lane Usage Improper,3
13,3,Following Too Closely,3
0,6,Following Too Closely,3
12,4,Passing or Lane Usage Improper,3
13,2,Following Too Closely,3
11,5,Passing or Lane Usage Improper,3
6,2,Unsafe Lane Changing,3
6,3,Reaction to Uninvolved Vehicle,3
14,5,Following Too Closely,3
10,3,Reaction to Uninvolved Vehicle,3
8,5,Unsafe Lane Changing,3
1,7,Passing Too Closely,3
9,7,Aggressive Driving/Road Rage,3
20,2,Alcohol Involvement,3
8,1,Turning Improperly,3
6,3,Passing Too Closely,3
10,3,Pavement Slippery,3
10,5,Unsafe Lane Changing,3
19,1,Reaction to Uninvolved Vehicle,3
3,2,Passing or Lane Usage Improper,3
17,7,Pavement Slippery,3
9,4,Turning Improperly,3
8,7,Turning Improperly,3
14,6,Oversized Vehicle,3
8,6,Oversized Vehicle,3
11,3,Pavement Slippery,3
5,5,Traffic Control Disregarded,3
16,3,Driverless/Runaway Vehicle,3
23,1,Turning Improperly,3
13,6,Lost Consciousness,3
18,4,Driverless/Runaway Vehicle,3
18,2,Fatigued/Drowsy,3
15,4,Outside Car Distraction,3
17,1,Physical Disability,3
6,5,Oversized Vehicle,3
18,4,Physical Disability,3
1,4,Aggressive Driving/Road Rage,3
11,5,Physical Disability,3
21,7,Outside Car Distraction,3
20,1,Other Electronic Device,3
14,1,Other Electronic Device,3
5,7,Unsafe Speed,3
4,7,Traffic Control Disregarded,3
6,2,Alcohol Involvement,3
7,2,Following Too Closely,3
0,6,Passenger Distraction,3
10,2,Lost Consciousness,3
3,5,Alcohol Involvement,3
8,5,Following Too Closely,3
11,6,Oversized Vehicle,3
13,3,Turning Improperly,3
18,2,Following Too Closely,3
0,6,Driver Inexperience,3
12,4,Turning Improperly,3
7,5,Reaction to Uninvolved Vehicle,3
7,4,Passing or Lane Usage Improper,3
22,5,Passing Too Closely,3
7,7,Turning Improperly,3
18,4,Alcohol Involvement,3
11,6,Brakes Defective,3
22,3,Other Vehicular,3
12,1,Glare,3
18,4,Lost Consciousness,3
6,5,Prescription Medication,3
2,5,Backing Unsafely,3
0,6,Lost Consciousness,3
18,1,Prescription Medication,3
14,5,Reaction to Uninvolved Vehicle,3
20,4,Outside Car Distraction,3
19,3,Glare,3
13,6,Obstruction/Debris,3
8,2,Prescription Medication,3
17,3,Alcohol Involvement,3
19,4,Prescription Medication,3
17,2,Illnes,3
7,7,Passenger Distraction,3
20,5,Outside Car Distraction,3
14,7,Outside Car Distraction,3
16,4,Physical Disability,3
20,3,Physical Disability,3
9,4,Alcohol Involvement,3
13,7,Outside Car Distraction,3
1,3,View Obstructed/Limited,3
18,1,Physical Disability,3
5,4,Physical Disability,3
10,5,Illness,3
4,2,Aggressive Driving/Road Rage,3
11,6,Unsafe Lane Changing,3
14,4,Following Too Closely,3
13,5,Turning Improperly,3
20,7,Unsafe Lane Changing,3
13,1,Passing Too Closely,3
17,6,Passing Too Closely,3
21,6,Passing Too Closely,3
20,3,Following Too Closely,3
0,6,Passing or Lane Usage Improper,3
15,3,Passing or Lane Usage Improper,3
16,2,Turning Improperly,3
17,3,Oversized Vehicle,3
19,2,Passing Too Closely,3
18,6,Outside Car Distraction,3
1,4,Alcohol Involvement,3
20,5,Turning Improperly,3
0,5,Passing Too Closely,3
17,7,Following Too Closely,3
20,3,Passing or Lane Usage Improper,3
13,3,Unsafe Lane Changing,3
5,5,Turning Improperly,3
1,3,Backing Unsafely,3
9,5,Reaction to Uninvolved Vehicle,3
23,2,Driver Inexperience,3
22,1,Reaction to Uninvolved Vehicle,3
19,6,Physical Disability,3
19,1,Physical Disability,3
0,5,Pavement Slippery,3
11,4,Alcohol Involvement,3
8,5,Physical Disability,3
22,1,Turning Improperly,3
18,6,Failure to Keep Right,3
0,7,Other Vehicular,3
2,7,Pavement Slippery,3
9,2,Turning Improperly,3
15,5,Lost Consciousness,3
15,6,Pavement Slippery,3
4,5,Unsafe Speed,3
15,7,Prescription Medication,3
10,1,Aggressive Driving/Road Rage,3
6,3,Aggressive Driving/Road Rage,3
10,5,Outside Car Distraction,3
2,3,Aggressive Driving/Road Rage,3
11,7,Physical Disability,3
17,2,Lost Consciousness,3
18,3,Obstruction/Debris,3
8,3,Alcohol Involvement,3
0,2,Pavement Slippery,3
11,3,Alcohol Involvement,3
16,6,Illnes,3
16,7,Oversized Vehicle,3
21,7,Prescription Medication,3
12,7,Driverless/Runaway Vehicle,3
6,7,Physical Disability,3
21,4,Glare,3
23,5,Passing Too Closely,3
12,3,Brakes Defective,3
9,3,Reaction to Uninvolved Vehicle,3
16,1,Turning Improperly,3
11,2,Following Too Closely,3
0,1,Turning Improperly,3
17,6,Following Too Closely,3
22,4,Passing or Lane Usage Improper,3
4,2,Backing Unsafely,3
1,1,Passenger Distraction,3
5,7,Turning Improperly,3
20,6,Outside Car Distraction,3
11,3,Fatigued/Drowsy,3
15,7,Oversized Vehicle,3
5,2,Driver Inexperience,3
3,1,Outside Car Distraction,3
23,2,Aggressive Driving/Road Rage,3
2,4,Backing Unsafely,3
13,2,Pavement Slippery,3
10,3,Outside Car Distraction,3
17,5,Prescription Medication,3
5,7,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3
20,6,Prescription Medication,3
13,5,Outside Car Distraction,3
22,3,Brakes Defective,3
5,6,Aggressive Driving/Road Rage,3
13,6,Other Electronic Device,3
19,3,Outside Car Distraction,3
10,1,Brakes Defective,3
3,1,Passenger Distraction,3
13,3,Physical Disability,3
2,6,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,3
18,1,Illnes,3
16,5,Outside Car Distraction,3
13,3,Glare,3
19,5,Glare,3
2,7,Outside Car Distraction,3
17,2,Accelerator Defective,3
0,4,Pavement Slippery,2
11,5,Fell Asleep,2
12,6,Unsafe Lane Changing,2
12,1,Passing Too Closely,2
10,6,Steering Failure,2
0,7,Unsafe Lane Changing,2
14,2,Oversized Vehicle,2
6,2,Other Vehicular,2
13,6,Unsafe Lane Changing,2
19,5,Unsafe Lane Changing,2
0,1,Reaction to Uninvolved Vehicle,2
7,7,Passing or Lane Usage Improper,2
6,3,Passing or Lane Usage Improper,2
13,1,Turning Improperly,2
4,4,Following Too Closely,2
11,4,Passing or Lane Usage Improper,2
11,7,Following Too Closely,2
13,4,Reaction to Uninvolved Vehicle,2
13,4,Pavement Slippery,2
4,1,Following Too Closely,2
14,3,Reaction to Uninvolved Vehicle,2
19,7,Oversized Vehicle,2
19,6,Fatigued/Drowsy,2
6,3,Turning Improperly,2
20,5,Lost Consciousness,2
6,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,2
12,1,Alcohol Involvement,2
3,7,Driver Inexperience,2
13,1,Other Electronic Device,2
2,4,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,2
5,2,Oversized Vehicle,2
21,2,Passing Too Closely,2
9,6,Brakes Defective,2
5,6,Pavement Slippery,2
9,5,Lost Consciousness,2
12,6,Obstruction/Debris,2
23,3,Pavement Slippery,2
14,5,Failure to Keep Right,2
19,4,Lost Consciousness,2
6,4,Aggressive Driving/Road Rage,2
9,4,Lost Consciousness,2
16,4,Fell Asleep,2
22,5,Physical Disability,2
2,2,Outside Car Distraction,2
4,3,Driver Inexperience,2
10,7,Reaction to Uninvolved Vehicle,2
2,1,Turning Improperly,2
17,1,Fell Asleep,2
23,5,Fatigued/Drowsy,2
11,5,Obstruction/Debris,2
5,1,Steering Failure,2
23,6,Physical Disability,2
16,1,Pavement Slippery,2
16,6,Accelerator Defective,2
7,4,Outside Car Distraction,2
12,6,Alcohol Involvement,2
15,3,Prescription Medication,2
0,4,Glare,2
21,2,Fell Asleep,2
7,2,Obstruction/Debris,2
10,7,Outside Car Distraction,2
12,6,Illness,2
12,5,Accelerator Defective,2
3,3,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,2
12,6,Tire Failure/Inadequate,2
23,6,Other Electronic Device,2
23,3,Outside Car Distraction,2
14,2,Reaction to Other Uninvolved Vehicle,2
21,7,Glare,2
11,2,Other Electronic Device,2
6,3,Other Electronic Device,2
20,2,Drugs (Illegal),2
23,2,Glare,2
18,3,Tinted Windows,2
17,3,Fatigued/Drowsy,2
16,5,Lost Consciousness,2
14,3,Fatigued/Drowsy,2
19,7,Following Too Closely,2
16,5,Unsafe Lane Changing,2
21,6,Passing or Lane Usage Improper,2
1,5,Fell Asleep,2
8,6,Unsafe Lane Changing,2
22,7,Following Too Closely,2
16,6,Following Too Closely,2
17,4,Alcohol Involvement,2
16,2,Reaction to Uninvolved Vehicle,2
23,2,Turning Improperly,2
3,7,Passing or Lane Usage Improper,2
17,7,Oversized Vehicle,2
16,6,Lost Consciousness,2
17,2,Brakes Defective,2
16,6,Fatigued/Drowsy,2
18,3,Fatigued/Drowsy,2
0,7,Turning Improperly,2
5,6,Other Vehicular,2
6,5,Alcohol Involvement,2
21,1,Outside Car Distraction,2
4,7,Outside Car Distraction,2
17,2,Fatigued/Drowsy,2
9,4,Oversized Vehicle,2
4,4,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,2
17,3,Lost Consciousness,2
7,6,Oversized Vehicle,2
23,1,Passing Too Closely,2
9,3,Oversized Vehicle,2
17,3,Pavement Defective,2
3,1,Passing Too Closely,2
20,6,Lost Consciousness,2
5,7,Driver Inexperience,2
3,5,Unsafe Speed,2
21,1,Oversized Vehicle,2
6,6,Physical Disability,2
8,5,Lost Consciousness,2
4,5,Other Vehicular,2
0,1,Prescription Medication,2
17,4,Outside Car Distraction,2
19,7,Fatigued/Drowsy,2
18,4,Prescription Medication,2
12,2,Lane Marking Improper/Inadequate,2
6,5,Driver Inexperience,2
9,2,Fell Asleep,2
18,5,Outside Car Distraction,2
8,6,Lost Consciousness,2
18,5,Physical Disability,2
7,2,Fatigued/Drowsy,2
14,3,Lost Consciousness,2
18,7,Outside Car Distraction,2
1,7,Pavement Slippery,2
1,2,Turning Improperly,2
13,2,Prescription Medication,2
0,3,Prescription Medication,2
5,7,Passenger Distraction,2
6,5,Physical Disability,2
13,1,Outside Car Distraction,2
12,4,Prescription Medication,2
21,1,Physical Disability,2
14,3,Outside Car Distraction,2
15,2,Prescription Medication,2
12,7,Steering Failure,2
23,1,Other Electronic Device,2
17,7,Driverless/Runaway Vehicle,2
12,7,Prescription Medication,2
0,7,Outside Car Distraction,2
1,6,Physical Disability,2
5,5,Aggressive Driving/Road Rage,2
18,3,Illness,2
19,2,Reaction to Other Uninvolved Vehicle,2
11,6,Other Electronic Device,2
14,3,Drugs (Illegal),2
21,4,Shoulders Defective/Improper,2
9,4,Shoulders Defective/Improper,2
7,4,Other Vehicular,2
5,3,Driver Inexperience,2
11,5,Reaction to Uninvolved Vehicle,2
13,1,Following Too Closely,2
15,3,Alcohol Involvement,2
6,4,Prescription Medication,2
15,3,Following Too Closely,2
13,6,Reaction to Uninvolved Vehicle,2
23,3,Turning Improperly,2
7,4,Unsafe Lane Changing,2
14,6,Unsafe Lane Changing,2
20,3,Unsafe Lane Changing,2
16,3,Physical Disability,2
15,7,Outside Car Distraction,2
21,2,Following Too Closely,2
0,5,Turning Improperly,2
8,4,Oversized Vehicle,2
8,6,Obstruction/Debris,2
8,6,Fatigued/Drowsy,2
7,4,Oversized Vehicle,2
17,4,Unsafe Lane Changing,2
17,5,Fatigued/Drowsy,2
17,4,Oversized Vehicle,2
14,7,Obstruction/Debris,2
11,2,Reaction to Uninvolved Vehicle,2
23,6,Outside Car Distraction,2
15,5,Fatigued/Drowsy,2
14,2,Reaction to Uninvolved Vehicle,2
18,3,Oversized Vehicle,2
6,1,Passenger Distraction,2
1,7,Unsafe Lane Changing,2
14,3,Alcohol Involvement,2
0,5,Alcohol Involvement,2
23,1,Passing or Lane Usage Improper,2
13,5,Fatigued/Drowsy,2
8,4,Lost Consciousness,2
11,6,Outside Car Distraction,2
22,5,Other Electronic Device,2
9,7,Passenger Distraction,2
1,6,Fatigued/Drowsy,2
18,7,Lost Consciousness,2
4,5,Aggressive Driving/Road Rage,2
8,6,Driverless/Runaway Vehicle,2
22,4,Outside Car Distraction,2
2,5,Outside Car Distraction,2
17,4,Brakes Defective,2
19,2,Oversized Vehicle,2
15,5,Obstruction/Debris,2
0,7,Physical Disability,2
14,4,Lost Consciousness,2
12,6,Accelerator Defective,2
6,7,Pavement Slippery,2
12,4,Physical Disability,2
6,3,Driver Inexperience,2
8,5,Illness,2
13,3,Outside Car Distraction,2
19,5,Drugs (illegal),2
18,2,Lost Consciousness,2
9,4,Outside Car Distraction,2
1,1,Physical Disability,2
18,7,Pavement Defective,2
10,1,Physical Disability,2
20,2,Fell Asleep,2
19,6,Obstruction/Debris,2
17,6,Driverless/Runaway Vehicle,2
4,7,Physical Disability,2
4,5,Physical Disability,2
3,4,Aggressive Driving/Road Rage,2
13,5,Driverless/Runaway Vehicle,2
6,3,Prescription Medication,2
7,1,View Obstructed/Limited,2
15,7,Other Electronic Device,2
5,4,Failure to Keep Right,2
15,7,Illnes,2
18,1,Fell Asleep,2
13,3,Other Electronic Device,2
12,6,Lane Marking Improper/Inadequate,2
21,4,Physical Disability,2
21,6,Accelerator Defective,2
3,6,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,2
2,5,Glare,2
3,5,Passenger Distraction,2
19,7,Tinted Windows,2
6,6,Driver Inexperience,2
3,1,Passing or Lane Usage Improper,2
12,5,Unsafe Lane Changing,2
0,3,Driver Inexperience,2
15,7,Following Too Closely,2
4,7,Passing or Lane Usage Improper,2
13,3,Passing Too Closely,2
20,2,Following Too Closely,2
